id_venta,ticket_total,num_items,num_lineas,num_unique_products,id_cliente,fecha,medio_pago,ciudad,fecha_alta,antiguedad_cliente_dias,mes,dia_semana,ticket_alto
38,51172.07404907869,16,4,4,56,2024-05-29,tarjeta,Rio Cuarto,2023-02-25,463,5,2,1
102,19833.730547927727,6,2,2,18,2024-03-29,efectivo,Carlos Paz,2023-01-18,441,3,4,0
109,24137.834725778066,9,4,4,64,2024-06-04,transferencia,Villa Maria,2023-03-05,453,6,1,0
51,3363.4568015964333,1,1,1,39,2024-02-18,efectivo,Alta Gracia,2023-02-08,379,2,6,0
54,36555.81836237329,9,4,4,1,2024-03-26,tarjeta,Carlos Paz,2023-01-01,449,3,1,1
8,35796.63492440254,14,3,3,66,2024-01-06,transferencia,Villa Maria,2023-03-07,310,1,5,1
27,29457.664173297453,8,2,2,9,2024-02-25,transferencia,Carlos Paz,2023-01-09,409,2,6,0
27,31286.662888177707,8,2,2,9,2024-02-25,transferencia,Carlos Paz,2023-01-09,408,2,6,0
98,15411.916598371874,9,4,4,43,2024-01-12,transferencia,Mendiolaza,2023-02-12,335,1,4,0
21,26202.220130887217,6,2,2,10,2024-06-19,transferencia,Cordoba,2023-01-10,528,6,2,0
30,35219.717223713014,12,4,4,93,2024-03-03,efectivo,Alta Gracia,2023-04-03,336,3,6,1
97,27063.311287593857,9,3,3,39,2024-06-16,efectivo,Alta Gracia,2023-02-08,490,6,6,0
28,35752.07081469361,11,5,5,52,2024-05-20,qr,Rio Cuarto,2023-02-21,449,5,0,1
111,22958.059034299637,13,4,4,48,2024-02-12,efectivo,Cordoba,2023-02-17,354,2,0,0
64,7445.881399458859,4,2,2,58,2024-03-07,qr,Rio Cuarto,2023-02-27,377,3,3,0
97,27213.990276523546,9,3,3,39,2024-06-16,efectivo,Alta Gracia,2023-02-08,497,6,6,0
69,26206.550816512226,7,2,2,42,2024-01-06,qr,Alta Gracia,2023-02-11,330,1,5,0
61,21609.414719765977,6,2,2,27,2024-06-01,efectivo,Rio Cuarto,2023-01-27,492,6,5,0
48,30337.77003160945,10,3,3,84,2024-01-26,qr,Cordoba,2023-03-25,310,1,4,0
19,25381.151224175344,8,3,3,80,2024-06-11,efectivo,Mendiolaza,2023-03-21,446,6,1,0
4,16285.008230269152,7,2,2,36,2024-02-27,transferencia,Mendiolaza,2023-02-05,388,2,1,0
35,24357.123627025056,10,3,3,61,2024-05-30,efectivo,Rio Cuarto,2023-03-02,460,5,3,0
64,5767.448669452283,4,2,2,58,2024-03-07,qr,Rio Cuarto,2023-02-27,372,3,3,0
49,38279.440243656696,16,5,4,5,2024-06-02,efectivo,Cordoba,2023-01-05,510,6,6,1
17,35860.443653895854,13,3,3,88,2024-02-17,efectivo,Villa Maria,2023-03-29,325,2,5,1
44,20475.91881275738,5,3,3,21,2024-02-21,efectivo,Alta Gracia,2023-01-21,398,2,2,0
92,12150.960215885609,6,2,2,42,2024-02-09,transferencia,Alta Gracia,2023-02-11,358,2,4,0
30,36119.354858877065,12,4,4,93,2024-03-03,efectivo,Alta Gracia,2023-04-03,336,3,6,1
93,27619.44507727897,10,3,3,90,2024-01-29,efectivo,Rio Cuarto,2023-03-31,306,1,0,0
46,-428.0060077927752,1,1,1,46,2024-03-25,tarjeta,Alta Gracia,2023-02-15,404,3,0,0
117,28009.217772630385,6,2,2,72,2024-03-14,tarjeta,Cordoba,2023-03-13,374,3,3,0
6,33769.93117370464,10,4,4,91,2024-05-05,transferencia,Mendiolaza,2023-04-01,396,5,6,1
99,6366.823451654368,5,1,1,51,2024-03-13,transferencia,Rio Cuarto,2023-02-20,389,3,2,0
105,35700.39044156072,17,5,5,1,2024-02-06,transferencia,Carlos Paz,2023-01-01,399,2,1,1
37,10524.3744375965,3,1,1,57,2024-05-17,qr,Rio Cuarto,2023-02-26,443,5,4,0
24,15868.425581669082,7,2,2,55,2024-06-14,tarjeta,Mendiolaza,2023-02-24,474,6,4,0
93,26734.440238703457,10,3,3,90,2024-01-29,efectivo,Rio Cuarto,2023-03-31,308,1,0,0
113,10962.014618295838,5,2,2,98,2024-03-08,transferencia,Cordoba,2023-04-08,337,3,4,0
46,-407.21265015648044,1,1,1,46,2024-03-25,tarjeta,Alta Gracia,2023-02-15,403,3,0,0
53,1285.5880948186064,1,1,1,56,2024-01-25,tarjeta,Rio Cuarto,2023-02-25,332,1,3,0
95,20100.92191354415,6,2,2,26,2024-02-25,qr,Alta Gracia,2023-01-26,397,2,6,0
99,6198.118821885679,5,1,1,51,2024-03-13,transferencia,Rio Cuarto,2023-02-20,381,3,2,0
60,30452.80601578671,11,5,5,81,2024-04-04,transferencia,Carlos Paz,2023-03-22,377,4,3,0
97,26411.19873975515,9,3,3,39,2024-06-16,efectivo,Alta Gracia,2023-02-08,490,6,6,0
116,34574.94831032927,16,5,5,25,2024-03-18,qr,Rio Cuarto,2023-01-25,424,3,0,1
63,45379.20965287355,14,4,4,25,2024-06-19,tarjeta,Rio Cuarto,2023-01-25,508,6,2,1
85,13251.80840421435,6,2,2,42,2024-01-23,transferencia,Alta Gracia,2023-02-11,347,1,1,0
32,52456.48112867867,16,4,4,31,2024-01-30,efectivo,Villa Maria,2023-01-31,362,1,1,1
87,10597.792710358866,4,2,2,100,2024-04-20,qr,Cordoba,2023-04-10,374,4,5,0
33,38239.99570670155,9,4,4,6,2024-02-13,efectivo,Villa Maria,2023-01-06,400,2,1,1
67,9984.120004643686,3,2,2,66,2024-03-21,efectivo,Villa Maria,2023-03-07,385,3,3,0
18,33973.19790062421,17,5,5,81,2024-06-11,qr,Carlos Paz,2023-03-22,447,6,1,0
25,13313.910913449234,7,3,3,13,2024-04-30,transferencia,Carlos Paz,2023-01-13,476,4,1,0
106,8610.449116460572,3,1,1,82,2024-03-24,transferencia,Alta Gracia,2023-03-23,374,3,6,0
95,19557.601423249464,5,2,2,26,2024-02-25,qr,Alta Gracia,2023-01-26,393,2,6,0
54,35935.42048864245,9,4,4,1,2024-03-26,tarjeta,Carlos Paz,2023-01-01,451,3,1,1
58,3455.6265510647972,3,2,2,48,2024-02-04,transferencia,Cordoba,2023-02-17,357,2,6,0
67,9726.067841466855,3,2,2,66,2024-03-21,efectivo,Villa Maria,2023-03-07,377,3,3,0
104,24208.696654528045,10,3,2,86,2024-06-17,qr,Cordoba,2023-03-27,454,6,0,0
46,840.6619827929594,1,1,1,46,2024-03-25,tarjeta,Alta Gracia,2023-02-15,399,3,0,0
24,14382.923687463788,7,2,2,55,2024-06-14,tarjeta,Mendiolaza,2023-02-24,469,6,4,0
114,28101.327822689167,12,5,5,16,2024-05-05,qr,Rio Cuarto,2023-01-16,474,5,6,0
32,51648.047232587785,15,4,4,31,2024-01-30,efectivo,Villa Maria,2023-01-31,365,1,1,1
47,15776.240605279943,8,2,2,52,2024-05-04,transferencia,Rio Cuarto,2023-02-21,441,5,5,0
86,26605.970510078263,14,4,4,40,2024-01-10,efectivo,Rio Cuarto,2023-02-09,331,1,2,0
23,23470.77288171079,8,2,2,78,2024-05-16,transferencia,Villa Maria,2023-03-19,423,5,3,0
66,15019.227250782267,3,1,1,69,2024-03-14,qr,Rio Cuarto,2023-03-10,371,3,3,0
27,30490.854511969195,8,2,2,9,2024-02-25,transferencia,Carlos Paz,2023-01-09,416,2,6,0
106,8576.077018490836,3,1,1,82,2024-03-24,transferencia,Alta Gracia,2023-03-23,366,3,6,0
2,33721.34413091499,17,5,5,49,2024-03-17,qr,Rio Cuarto,2023-02-18,394,3,6,1
90,18210.19160474263,6,2,2,46,2024-01-08,qr,Alta Gracia,2023-02-15,328,1,0,0
17,36339.4862578218,13,3,3,88,2024-02-17,efectivo,Villa Maria,2023-03-29,327,2,5,1
104,25960.25110647927,10,3,2,86,2024-06-17,qr,Cordoba,2023-03-27,443,6,0,0
33,36908.442809639455,9,4,4,6,2024-02-13,efectivo,Villa Maria,2023-01-06,403,2,1,1
9,8856.633221635579,4,1,1,86,2024-01-20,efectivo,Cordoba,2023-03-27,303,1,5,0
43,20442.349400576197,9,3,3,23,2024-02-18,efectivo,Rio Cuarto,2023-01-23,389,2,6,0
118,38875.997283011195,15,5,4,84,2024-02-09,efectivo,Cordoba,2023-03-25,320,2,4,1
48,30034.162648370977,10,3,3,84,2024-01-26,qr,Cordoba,2023-03-25,307,1,4,0
39,45272.397545894746,14,4,4,5,2024-03-05,efectivo,Cordoba,2023-01-05,430,3,1,1
93,26297.523849378318,10,3,3,90,2024-01-29,efectivo,Rio Cuarto,2023-03-31,303,1,0,0
42,14562.212403878944,7,3,3,12,2024-04-18,tarjeta,Alta Gracia,2023-01-12,464,4,3,0
119,4164.488316990422,5,1,1,51,2024-02-07,qr,Rio Cuarto,2023-02-20,349,2,2,0
26,9706.634598028582,3,2,2,49,2024-01-23,efectivo,Rio Cuarto,2023-02-18,341,1,1,0
99,6429.51450533207,5,1,1,51,2024-03-13,transferencia,Rio Cuarto,2023-02-20,387,3,2,0
50,61495.34494340594,19,5,5,8,2024-01-09,transferencia,Carlos Paz,2023-01-08,361,1,1,1
25,13435.747711896374,7,3,3,13,2024-04-30,transferencia,Carlos Paz,2023-01-13,474,4,1,0
24,14437.997172969648,7,2,2,55,2024-06-14,tarjeta,Mendiolaza,2023-02-24,473,6,4,0
13,11805.618063338941,5,3,3,6,2024-01-24,tarjeta,Villa Maria,2023-01-06,381,1,2,0
60,31652.102487107328,11,5,5,81,2024-04-04,transferencia,Carlos Paz,2023-03-22,384,4,3,0
7,12441.185386543273,3,1,1,92,2024-05-06,efectivo,Alta Gracia,2023-04-02,402,5,0,0
57,56956.62722163839,19,5,5,34,2024-01-10,efectivo,Villa Maria,2023-02-03,342,1,2,1
36,11959.144242336633,6,2,2,5,2024-06-25,tarjeta,Cordoba,2023-01-05,536,6,1,0
45,22489.53896886059,11,5,5,15,2024-01-19,efectivo,Cordoba,2023-01-15,370,1,4,0
20,7698.466650800909,3,1,1,75,2024-01-13,tarjeta,Rio Cuarto,2023-03-16,305,1,5,0
65,42774.3614772256,16,4,4,30,2024-04-30,qr,Alta Gracia,2023-01-30,460,4,1,1
8,34966.54454997462,14,3,3,66,2024-01-06,transferencia,Villa Maria,2023-03-07,308,1,5,1
110,35313.07030819217,9,3,2,92,2024-05-19,efectivo,Alta Gracia,2023-04-02,411,5,6,1
16,21874.135297446584,5,1,1,2,2024-04-12,efectivo,Carlos Paz,2023-01-02,464,4,4,0
14,35485.27222441986,13,4,4,67,2024-04-18,qr,Alta Gracia,2023-03-08,403,4,3,1
76,22532.34986105854,11,4,4,75,2024-05-15,tarjeta,Rio Cuarto,2023-03-16,419,5,2,0
115,32697.429086016633,15,4,4,3,2024-02-16,transferencia,Rio Cuarto,2023-01-03,409,2,4,1
87,12119.727082798872,4,2,2,100,2024-04-20,qr,Cordoba,2023-04-10,370,4,5,0
15,9497.969152919872,3,1,1,56,2024-06-27,transferencia,Rio Cuarto,2023-02-25,487,6,3,0
92,13030.861292160707,6,2,2,42,2024-02-09,transferencia,Alta Gracia,2023-02-11,361,2,4,0
98,15485.947917435238,9,4,4,43,2024-01-12,transferencia,Mendiolaza,2023-02-12,330,1,4,0
66,13567.246330020422,3,1,1,69,2024-03-14,qr,Rio Cuarto,2023-03-10,372,3,3,0
32,52840.43367927107,15,4,4,31,2024-01-30,efectivo,Villa Maria,2023-01-31,363,1,1,1
87,10188.290774440611,4,2,2,100,2024-04-20,qr,Cordoba,2023-04-10,376,4,5,0
63,45390.141373751816,14,4,4,25,2024-06-19,tarjeta,Rio Cuarto,2023-01-25,513,6,2,1
86,25631.958901075348,14,4,4,40,2024-01-10,efectivo,Rio Cuarto,2023-02-09,335,1,2,0
51,3356.4631774300383,1,1,1,39,2024-02-18,efectivo,Alta Gracia,2023-02-08,371,2,6,0
25,12560.875052757616,7,3,3,13,2024-04-30,transferencia,Carlos Paz,2023-01-13,474,4,1,0
58,3974.09850688802,3,2,2,48,2024-02-04,transferencia,Cordoba,2023-02-17,349,2,6,0
63,47405.04396503281,14,4,4,25,2024-06-19,tarjeta,Rio Cuarto,2023-01-25,513,6,2,1
62,16230.303424857426,7,2,2,100,2024-05-01,transferencia,Cordoba,2023-04-10,390,5,2,0
22,16131.335809910825,9,3,3,64,2024-05-08,transferencia,Villa Maria,2023-03-05,433,5,2,0
58,2789.8320110531613,3,2,2,48,2024-02-04,transferencia,Cordoba,2023-02-17,352,2,6,0
58,3382.165453436214,3,2,2,48,2024-02-04,transferencia,Cordoba,2023-02-17,351,2,6,0
86,26701.420448859808,14,4,4,40,2024-01-10,efectivo,Rio Cuarto,2023-02-09,334,1,2,0
49,38804.75314407775,16,5,4,5,2024-06-02,efectivo,Cordoba,2023-01-05,511,6,6,1
52,35521.83038218809,14,4,4,5,2024-05-10,tarjeta,Cordoba,2023-01-05,493,5,4,1
42,15327.575281911666,7,3,3,12,2024-04-18,tarjeta,Alta Gracia,2023-01-12,457,4,3,0
70,14058.7943266861,10,3,3,41,2024-02-02,transferencia,Alta Gracia,2023-02-10,358,2,4,0
15,10036.271198300128,3,1,1,56,2024-06-27,transferencia,Rio Cuarto,2023-02-25,490,6,3,0
54,36905.93768233904,9,4,4,1,2024-03-26,tarjeta,Carlos Paz,2023-01-01,457,3,1,1
107,38845.56944547246,14,4,4,14,2024-05-21,efectivo,Carlos Paz,2023-01-14,488,5,1,1
60,32399.039352421514,11,5,5,81,2024-04-04,transferencia,Carlos Paz,2023-03-22,381,4,3,0
101,1627.1954176496415,4,1,1,72,2024-03-28,efectivo,Cordoba,2023-03-13,378,3,3,0
97,27625.63388803338,9,3,3,39,2024-06-16,efectivo,Alta Gracia,2023-02-08,496,6,6,0
8,35555.038218662776,14,3,3,66,2024-01-06,transferencia,Villa Maria,2023-03-07,303,1,5,1
53,1063.567533349581,1,1,1,56,2024-01-25,tarjeta,Rio Cuarto,2023-02-25,333,1,3,0
60,31853.796097941857,11,5,5,81,2024-04-04,transferencia,Carlos Paz,2023-03-22,380,4,3,0
108,11197.544961685431,4,1,1,9,2024-03-25,tarjeta,Carlos Paz,2023-01-09,439,3,0,0
108,11245.10059589512,3,1,1,9,2024-03-25,tarjeta,Carlos Paz,2023-01-09,441,3,0,0
5,16122.339973698998,4,1,1,56,2024-06-11,tarjeta,Rio Cuarto,2023-02-25,467,6,1,0
103,21731.75612272316,12,4,4,39,2024-03-11,efectivo,Alta Gracia,2023-02-08,395,3,0,0
68,5584.22123704188,4,1,1,27,2024-06-28,qr,Rio Cuarto,2023-01-27,515,6,4,0
6,34460.94609895568,10,4,4,91,2024-05-05,transferencia,Mendiolaza,2023-04-01,401,5,6,1
109,25139.36299693307,9,4,4,64,2024-06-04,transferencia,Villa Maria,2023-03-05,460,6,1,0
96,14777.346788670482,9,4,4,83,2024-02-23,tarjeta,Rio Cuarto,2023-03-24,333,2,4,0
116,36299.654847082355,16,5,5,25,2024-03-18,qr,Rio Cuarto,2023-01-25,413,3,0,1
94,27532.44107504732,8,3,3,41,2024-03-06,qr,Alta Gracia,2023-02-10,389,3,2,0
47,16923.391869340954,8,2,2,52,2024-05-04,transferencia,Rio Cuarto,2023-02-21,436,5,5,0
99,6294.353643290592,5,1,1,51,2024-03-13,transferencia,Rio Cuarto,2023-02-20,384,3,2,0
55,2308.3299429236213,4,1,1,100,2024-01-04,qr,Cordoba,2023-04-10,272,1,3,0
40,4790.547591451987,2,1,1,15,2024-05-13,efectivo,Cordoba,2023-01-15,486,5,0,0
52,37054.838192149226,14,4,4,5,2024-05-10,tarjeta,Cordoba,2023-01-05,486,5,4,1
16,22436.320235922958,5,1,1,2,2024-04-12,efectivo,Carlos Paz,2023-01-02,464,4,4,0
13,11036.339150960579,5,3,3,6,2024-01-24,tarjeta,Villa Maria,2023-01-06,384,1,2,0
114,27220.158866076552,12,5,5,16,2024-05-05,qr,Rio Cuarto,2023-01-16,483,5,6,0
106,6690.081886176951,3,1,1,82,2024-03-24,transferencia,Alta Gracia,2023-03-23,362,3,6,0
30,35948.43080090338,12,4,4,93,2024-03-03,efectivo,Alta Gracia,2023-04-03,332,3,6,1
19,23714.964089263485,8,3,3,80,2024-06-11,efectivo,Mendiolaza,2023-03-21,450,6,1,0
17,36525.654391949305,13,3,3,88,2024-02-17,efectivo,Villa Maria,2023-03-29,327,2,5,1
120,8410.329432187644,5,1,1,72,2024-04-21,tarjeta,Cordoba,2023-03-13,411,4,6,0
63,45843.37898581513,14,4,4,25,2024-06-19,tarjeta,Rio Cuarto,2023-01-25,506,6,2,1
19,24081.771562389204,8,3,3,80,2024-06-11,efectivo,Mendiolaza,2023-03-21,448,6,1,0
92,13306.17387571196,6,2,2,42,2024-02-09,transferencia,Alta Gracia,2023-02-11,366,2,4,0
58,3552.174708460953,3,2,2,48,2024-02-04,transferencia,Cordoba,2023-02-17,354,2,6,0
55,1577.984056873684,4,1,1,100,2024-01-04,qr,Cordoba,2023-04-10,264,1,3,0
90,19553.62720342929,6,2,2,46,2024-01-08,qr,Alta Gracia,2023-02-15,331,1,0,0
101,982.5768309352313,4,1,1,72,2024-03-28,efectivo,Cordoba,2023-03-13,384,3,3,0
90,18142.122627199013,6,2,2,46,2024-01-08,qr,Alta Gracia,2023-02-15,331,1,0,0
117,28070.934645929574,6,2,2,72,2024-03-14,tarjeta,Cordoba,2023-03-13,370,3,3,0
62,16891.700331638316,7,2,2,100,2024-05-01,transferencia,Cordoba,2023-04-10,392,5,2,0
23,23706.3555175273,8,2,2,78,2024-05-16,transferencia,Villa Maria,2023-03-19,429,5,3,0
9,9698.069760608554,4,1,1,86,2024-01-20,efectivo,Cordoba,2023-03-27,300,1,5,0
12,27949.752550605812,14,5,5,96,2024-06-28,efectivo,Cordoba,2023-04-06,450,6,4,0
117,29120.32216079056,5,2,2,72,2024-03-14,tarjeta,Cordoba,2023-03-13,364,3,3,0
1,3566.4097721724806,1,1,1,62,2024-06-19,tarjeta,Carlos Paz,2023-03-03,479,6,2,0
58,3093.1382535189155,3,2,2,48,2024-02-04,transferencia,Cordoba,2023-02-17,349,2,6,0
1,3445.1724103858405,1,1,1,62,2024-06-19,tarjeta,Carlos Paz,2023-03-03,475,6,2,0
111,23887.80940597441,13,4,4,48,2024-02-12,efectivo,Cordoba,2023-02-17,358,2,0,0
34,15929.207925388335,6,2,2,58,2024-01-13,transferencia,Rio Cuarto,2023-02-27,326,1,5,0
96,16757.795036066287,9,4,4,83,2024-02-23,tarjeta,Rio Cuarto,2023-03-24,336,2,4,0
118,38210.40706958147,15,5,4,84,2024-02-09,efectivo,Cordoba,2023-03-25,322,2,4,1
48,29942.155166336855,10,3,3,84,2024-01-26,qr,Cordoba,2023-03-25,302,1,4,0
89,6143.156688082327,2,1,1,17,2024-01-18,tarjeta,Villa Maria,2023-01-17,369,1,3,0
104,24219.079332083766,10,3,2,86,2024-06-17,qr,Cordoba,2023-03-27,450,6,0,0
109,24520.654038194996,9,4,4,64,2024-06-04,transferencia,Villa Maria,2023-03-05,453,6,1,0
117,29733.21838093201,6,2,2,72,2024-03-14,tarjeta,Cordoba,2023-03-13,366,3,3,0
1,2539.933236160545,1,1,1,62,2024-06-19,tarjeta,Carlos Paz,2023-03-03,478,6,2,0
16,23192.064843656466,5,1,1,2,2024-04-12,efectivo,Carlos Paz,2023-01-02,470,4,4,0
61,22097.944998722425,6,2,2,27,2024-06-01,efectivo,Rio Cuarto,2023-01-27,494,6,5,0
103,21240.02242912044,12,4,4,39,2024-03-11,efectivo,Alta Gracia,2023-02-08,393,3,0,0
64,6001.937174565129,4,2,2,58,2024-03-07,qr,Rio Cuarto,2023-02-27,373,3,3,0
63,45149.01250305935,14,4,4,25,2024-06-19,tarjeta,Rio Cuarto,2023-01-25,517,6,2,1
69,24918.898596471572,7,2,2,42,2024-01-06,qr,Alta Gracia,2023-02-11,325,1,5,0
22,16368.967791446174,9,3,3,64,2024-05-08,transferencia,Villa Maria,2023-03-05,425,5,2,0
93,26962.647313321828,10,3,3,90,2024-01-29,efectivo,Rio Cuarto,2023-03-31,304,1,0,0
119,2175.1173352559763,5,1,1,51,2024-02-07,qr,Rio Cuarto,2023-02-20,352,2,2,0
67,9401.307578445416,3,2,2,66,2024-03-21,efectivo,Villa Maria,2023-03-07,374,3,3,0
76,23978.343758242914,11,4,4,75,2024-05-15,tarjeta,Rio Cuarto,2023-03-16,427,5,2,0
26,8746.113992136907,3,2,2,49,2024-01-23,efectivo,Rio Cuarto,2023-02-18,338,1,1,0
16,22591.01084035542,5,1,1,2,2024-04-12,efectivo,Carlos Paz,2023-01-02,465,4,4,0
51,2399.0143453873347,1,1,1,39,2024-02-18,efectivo,Alta Gracia,2023-02-08,374,2,6,0
101,2534.8276230837355,4,1,1,72,2024-03-28,efectivo,Cordoba,2023-03-13,384,3,3,0
86,27440.29087178374,14,4,4,40,2024-01-10,efectivo,Rio Cuarto,2023-02-09,333,1,2,0
57,58742.46274081917,19,5,5,34,2024-01-10,efectivo,Villa Maria,2023-02-03,338,1,2,1
29,18440.64356043116,10,5,5,49,2024-02-20,qr,Rio Cuarto,2023-02-18,373,2,1,0
78,34743.54793558355,13,5,5,12,2024-04-29,qr,Alta Gracia,2023-01-12,471,4,0,1
92,14356.82397118647,6,2,2,42,2024-02-09,transferencia,Alta Gracia,2023-02-11,361,2,4,0
69,25044.787399977693,7,2,2,42,2024-01-06,qr,Alta Gracia,2023-02-11,327,1,5,0
47,17271.34639633983,8,2,2,52,2024-05-04,transferencia,Rio Cuarto,2023-02-21,438,5,5,0
113,11110.873522239566,5,2,2,98,2024-03-08,transferencia,Cordoba,2023-04-08,335,3,4,0
94,27607.830396240166,8,3,3,41,2024-03-06,qr,Alta Gracia,2023-02-10,391,3,2,0
110,36521.35324009589,9,3,2,92,2024-05-19,efectivo,Alta Gracia,2023-04-02,413,5,6,1
62,16490.376180732852,7,2,2,100,2024-05-01,transferencia,Cordoba,2023-04-10,389,5,2,0
116,35759.56643751404,16,5,5,25,2024-03-18,qr,Rio Cuarto,2023-01-25,412,3,0,1
69,26513.152218235962,7,2,2,42,2024-01-06,qr,Alta Gracia,2023-02-11,335,1,5,0
76,23084.45851767421,11,4,4,75,2024-05-15,tarjeta,Rio Cuarto,2023-03-16,425,5,2,0
16,21120.24083038869,5,1,1,2,2024-04-12,efectivo,Carlos Paz,2023-01-02,461,4,4,0
90,17988.202173815855,6,2,2,46,2024-01-08,qr,Alta Gracia,2023-02-15,323,1,0,0
90,17320.756354780293,6,2,2,46,2024-01-08,qr,Alta Gracia,2023-02-15,329,1,0,0
48,30895.049726997815,10,3,3,84,2024-01-26,qr,Cordoba,2023-03-25,305,1,4,0
85,14721.338037273887,6,2,2,42,2024-01-23,transferencia,Alta Gracia,2023-02-11,342,1,1,0
39,45916.0559052291,14,4,4,5,2024-03-05,efectivo,Cordoba,2023-01-05,420,3,1,1
100,50235.76533318601,14,5,5,69,2024-06-08,qr,Rio Cuarto,2023-03-10,458,6,5,1
33,36723.52072452727,9,4,4,6,2024-02-13,efectivo,Villa Maria,2023-01-06,405,2,1,1
94,25771.027415463195,8,3,3,41,2024-03-06,qr,Alta Gracia,2023-02-10,389,3,2,0
101,2345.7286423613364,4,1,1,72,2024-03-28,efectivo,Cordoba,2023-03-13,381,3,3,0
23,23293.73171359034,8,2,2,78,2024-05-16,transferencia,Villa Maria,2023-03-19,428,5,3,0
10,36526.92889259397,10,4,4,52,2024-05-28,qr,Rio Cuarto,2023-02-21,461,5,1,1
118,36832.23596291317,14,5,4,84,2024-02-09,efectivo,Cordoba,2023-03-25,326,2,4,1
69,26381.810520417865,7,2,2,42,2024-01-06,qr,Alta Gracia,2023-02-11,321,1,5,0
100,51308.91629454911,14,5,5,69,2024-06-08,qr,Rio Cuarto,2023-03-10,456,6,5,1
34,16002.458349280665,6,2,2,58,2024-01-13,transferencia,Rio Cuarto,2023-02-27,320,1,5,0
52,36066.47305952191,14,4,4,5,2024-05-10,tarjeta,Cordoba,2023-01-05,494,5,4,1
95,19222.039349603183,6,2,2,26,2024-02-25,qr,Alta Gracia,2023-01-26,397,2,6,0
10,37489.24940478748,10,4,4,52,2024-05-28,qr,Rio Cuarto,2023-02-21,465,5,1,1
19,26001.232115716397,8,3,3,80,2024-06-11,efectivo,Mendiolaza,2023-03-21,450,6,1,0
58,2934.00693641263,3,2,2,48,2024-02-04,transferencia,Cordoba,2023-02-17,362,2,6,0
96,15939.278401489986,9,4,4,83,2024-02-23,tarjeta,Rio Cuarto,2023-03-24,336,2,4,0
1,2675.0599790971373,1,1,1,62,2024-06-19,tarjeta,Carlos Paz,2023-03-03,474,6,2,0
120,8129.882340135576,5,1,1,72,2024-04-21,tarjeta,Cordoba,2023-03-13,406,4,6,0
69,26485.49409147574,7,2,2,42,2024-01-06,qr,Alta Gracia,2023-02-11,330,1,5,0
109,23681.090997967294,9,4,4,64,2024-06-04,transferencia,Villa Maria,2023-03-05,455,6,1,0
4,17118.86741609902,7,2,2,36,2024-02-27,transferencia,Mendiolaza,2023-02-05,384,2,1,0
16,22525.03214022921,5,1,1,2,2024-04-12,efectivo,Carlos Paz,2023-01-02,465,4,4,0
24,15689.8522601555,7,2,2,55,2024-06-14,tarjeta,Mendiolaza,2023-02-24,479,6,4,0
80,21847.31006263346,13,3,3,54,2024-03-25,efectivo,Alta Gracia,2023-02-23,398,3,0,0
119,2929.3570947586704,5,1,1,51,2024-02-07,qr,Rio Cuarto,2023-02-20,353,2,2,0
2,33630.47362692139,17,5,5,49,2024-03-17,qr,Rio Cuarto,2023-02-18,395,3,6,1
113,10363.99309194681,5,2,2,98,2024-03-08,transferencia,Cordoba,2023-04-08,338,3,4,0
92,12158.093353314822,6,2,2,42,2024-02-09,transferencia,Alta Gracia,2023-02-11,363,2,4,0
32,54037.49116342507,15,4,4,31,2024-01-30,efectivo,Villa Maria,2023-01-31,366,1,1,1
91,13567.531758044403,3,1,1,39,2024-02-19,efectivo,Alta Gracia,2023-02-08,373,2,0,0
84,26800.46325565454,9,2,2,72,2024-01-02,efectivo,Cordoba,2023-03-13,295,1,1,0
24,15377.489344618612,7,2,2,55,2024-06-14,tarjeta,Mendiolaza,2023-02-24,476,6,4,0
12,29578.106929150035,14,5,5,96,2024-06-28,efectivo,Cordoba,2023-04-06,442,6,4,0
50,60257.265597417354,19,5,5,8,2024-01-09,transferencia,Carlos Paz,2023-01-08,364,1,1,1
35,22478.96007946516,9,3,3,61,2024-05-30,efectivo,Rio Cuarto,2023-03-02,454,5,3,0
33,38114.381699397745,9,4,4,6,2024-02-13,efectivo,Villa Maria,2023-01-06,402,2,1,1
33,37430.47168707498,9,4,4,6,2024-02-13,efectivo,Villa Maria,2023-01-06,406,2,1,1
61,20859.723272643732,6,2,2,27,2024-06-01,efectivo,Rio Cuarto,2023-01-27,490,6,5,0
51,3931.986568493737,1,1,1,39,2024-02-18,efectivo,Alta Gracia,2023-02-08,372,2,6,0
43,19993.874103124752,9,3,3,23,2024-02-18,efectivo,Rio Cuarto,2023-01-23,390,2,6,0
101,2092.465793487447,4,1,1,72,2024-03-28,efectivo,Cordoba,2023-03-13,377,3,3,0
12,28477.113778251703,14,5,5,96,2024-06-28,efectivo,Cordoba,2023-04-06,451,6,4,0
67,10180.041246136083,3,2,2,66,2024-03-21,efectivo,Villa Maria,2023-03-07,380,3,3,0
65,42709.65937937803,16,4,4,30,2024-04-30,qr,Alta Gracia,2023-01-30,454,4,1,1
33,36989.75902398156,9,4,4,6,2024-02-13,efectivo,Villa Maria,2023-01-06,398,2,1,1
40,6594.433136467341,2,1,1,15,2024-05-13,efectivo,Cordoba,2023-01-15,487,5,0,0
74,12955.941115824775,7,3,3,56,2024-04-26,efectivo,Rio Cuarto,2023-02-25,426,4,4,0
43,19971.56987271618,9,3,3,23,2024-02-18,efectivo,Rio Cuarto,2023-01-23,390,2,6,0
